scenario,bus,Pd,Qd,Pg,Qg,Vm,Va,PQ,PV,REF,mp_droop,mq_droop,frequency_deadband,voltage_deadband
1,0,108.0,22.0,184.49319611066406,0.10697918640791215,1.0998402591108711,0.0,0.0,1.0,0.0,0.030268732948528488,0.0274306730798064,0.006,0.001
1,1,97.0,20.0,184.49319611082902,-1.3554742061442395,1.099775065047569,-0.07292492325694866,0.0,1.0,0.0,0.030268732948528488,0.0274306730798064,0.006,0.001
1,2,180.0,37.0,0.0,0.0,1.0727190863751654,0.5843060970822762,1.0,0.0,0.0,0.0,0.0,0.006,0.001
1,3,74.0,15.0,0.0,0.0,1.070067854777477,-2.5869055888083494,1.0,0.0,0.0,0.0,0.0,0.006,0.001
1,4,71.0,14.000000000000002,0.0,0.0,1.0894752844548925,-2.7568163755442185,1.0,0.0,0.0,0.0,0.0,0.006,0.001
1,5,136.0,28.000000000000004,0.0,0.0,1.0882883450405596,-5.124942232385706,1.0,0.0,0.0,0.0,0.0,0.006,0.001
1,6,125.0,25.0,204.95019292339964,61.68744368882521,1.1049705816929432,-3.596512867520886,0.0,1.0,0.0,0.030268732948528488,0.0274306730798064,0.006,0.001
1,7,171.0,35.0,0.0,0.0,1.073225752700746,-5.679100083015669,1.0,0.0,0.0,0.0,0.0,0.006,0.001
1,8,175.0,36.0,0.0,0.0,1.0766468137922056,-1.0240996343750055,1.0,0.0,0.0,0.0,0.0,0.006,0.001
1,9,195.0,40.0,0.0,0.0,1.1039164517722222,-2.7611363508048328,1.0,0.0,0.0,0.0,0.0,0.006,0.001
1,10,0.0,0.0,0.0,0.0,1.0624405771176255,3.7127047705325253,1.0,0.0,0.0,0.0,0.0,0.006,0.001
1,11,0.0,0.0,0.0,0.0,1.0658476806148491,4.368021562329005,1.0,0.0,0.0,0.0,0.0,0.006,0.001
1,12,265.0,54.0,236.85472605320632,189.07864405347843,1.088570432758004,6.039389900233402,0.0,0.0,1.0,0.030268732948528488,0.0274306730798064,0.006,0.001
1,13,194.0,39.0,0.0,-43.0253875657846,1.052556139709402,7.277348835103567,0.0,1.0,0.0,0.030268732948528488,0.0274306730798064,0.006,0.001
1,14,317.0,64.0,168.23299078756256,65.03387566746909,1.1001172963161021,14.72896956662197,0.0,1.0,0.0,0.030268732948528488,0.0274306730798064,0.006,0.001
1,15,100.0,20.0,155.0000015485532,6.8013895324457865,1.0890401347256176,14.117906537973056,0.0,1.0,0.0,0.030268732948528488,0.0274306730798064,0.006,0.001
1,16,0.0,0.0,0.0,0.0,1.1193050467778285,17.819819559084294,1.0,0.0,0.0,0.0,0.0,0.006,0.001
1,17,333.0,68.0,400.00000399673706,97.56285236185839,1.1315807184632167,18.924172399463657,0.0,1.0,0.0,0.030268732948528488,0.0274306730798064,0.006,0.001
1,18,181.0,37.0,0.0,0.0,1.0740708431528612,13.195465361844214,1.0,0.0,0.0,0.0,0.0,0.006,0.001
1,19,128.0,26.0,0.0,0.0,1.070356582238544,14.14530804463405,1.0,0.0,0.0,0.0,0.0,0.006,0.001
1,20,0.0,0.0,400.0000039966834,145.6041471912651,1.137542089944153,19.54235939225825,0.0,1.0,0.0,0.030268732948528488,0.0274306730798064,0.006,0.001
1,21,0.0,0.0,300.0000059938308,12.610567974775517,1.1522520070120104,24.24006603966444,0.0,1.0,0.0,0.030268732948528488,0.0274306730798064,0.006,0.001
1,22,0.0,0.0,660.0000065944938,-74.54782267185475,1.0714635883448125,15.347644417286688,0.0,1.0,0.0,0.030268732948528488,0.0274306730798064,0.006,0.001
1,23,0.0,0.0,0.0,0.0,1.0655764902128337,9.568217211973007,1.0,0.0,0.0,0.0,0.0,0.006,0.001
2,0,108.0,22.0,184.4200769011056,-11.673133684637952,1.0999773668789503,0.0,0.0,1.0,0.0,0.040459303940436876,0.026736139871854428,0.006,0.001
2,1,97.0,20.0,184.42007690155418,8.337804262472163,1.1012096877529725,-0.08539170402292484,0.0,1.0,0.0,0.040459303940436876,0.026736139871854428,0.006,0.001
2,2,180.0,37.0,0.0,0.0,1.073485177575729,0.5616953936584537,1.0,0.0,0.0,0.0,0.0,0.006,0.001
2,3,74.0,15.0,0.0,0.0,1.0718078162194808,-2.5940941808719344,1.0,0.0,0.0,0.0,0.0,0.006,0.001
2,4,71.0,14.000000000000002,0.0,0.0,1.0905358194400094,-2.758161613226463,1.0,0.0,0.0,0.0,0.0,0.006,0.001
2,5,136.0,28.000000000000004,0.0,0.0,1.090229622451846,-5.122878441278601,1.0,0.0,0.0,0.0,0.0,0.006,0.001
2,6,125.0,25.0,204.84051399118647,60.25410099372189,1.1050845546464023,-3.5801868133222854,0.0,1.0,0.0,0.040459303940436876,0.026736139871854428,0.006,0.001
2,7,171.0,35.0,0.0,0.0,1.0741596460572256,-5.66850125027031,1.0,0.0,0.0,0.0,0.0,0.006,0.001
2,8,175.0,36.0,0.0,0.0,1.078572005087985,-1.0381873175614658,1.0,0.0,0.0,0.0,0.0,0.006,0.001
2,9,195.0,40.0,0.0,0.0,1.1059157842351142,-2.766960227068296,1.0,0.0,0.0,0.0,0.0,0.006,0.001
2,10,0.0,0.0,0.0,0.0,1.0648642225492666,3.685475242365868,1.0,0.0,0.0,0.0,0.0,0.006,0.001
2,11,0.0,0.0,0.0,0.0,1.068512002200303,4.338165689067523,1.0,0.0,0.0,0.0,0.0,0.006,0.001
2,12,265.0,54.0,236.74504712710706,179.56047216465882,1.0902488863223978,6.008648934377192,0.0,0.0,1.0,0.040459303940436876,0.026736139871854428,0.006,0.001
2,13,194.0,39.0,0.0,-37.42101222810541,1.0560773036485993,7.2282704193805785,0.0,1.0,0.0,0.040459303940436876,0.026736139871854428,0.006,0.001
2,14,317.0,64.0,168.05019277678576,78.86911473430597,1.0998025625877679,14.671384471263167,0.0,1.0,0.0,0.040459303940436876,0.026736139871854428,0.006,0.001
2,15,100.0,20.0,155.00000154400024,35.58409682725606,1.0913162495889934,14.04415568423778,0.0,1.0,0.0,0.040459303940436876,0.026736139871854428,0.006,0.001
2,16,0.0,0.0,0.0,0.0,1.1159669115012751,17.792673378196582,1.0,0.0,0.0,0.0,0.0,0.006,0.001
2,17,333.0,68.0,400.0000039836177,84.25019632885014,1.1254186973818912,18.925834649589774,0.0,1.0,0.0,0.040459303940436876,0.026736139871854428,0.006,0.001
2,18,181.0,37.0,0.0,0.0,1.078010532972781,13.111888581693734,1.0,0.0,0.0,0.0,0.0,0.006,0.001
2,19,128.0,26.0,0.0,0.0,1.075670265748324,14.040635701077491,1.0,0.0,0.0,0.0,0.0,0.006,0.001
2,20,0.0,0.0,400.0000039835593,101.05073917177047,1.1303664869853431,19.558960633324062,0.0,1.0,0.0,0.040459303940436876,0.026736139871854428,0.006,0.001
2,21,0.0,0.0,300.00000598739126,14.53832353526541,1.1472478308775134,24.285004498305625,0.0,1.0,0.0,0.040459303940436876,0.026736139871854428,0.006,0.001
2,22,0.0,0.0,660.0000065797681,-59.09808435176679,1.077488421622185,15.223342763619456,0.0,1.0,0.0,0.040459303940436876,0.026736139871854428,0.006,0.001
2,23,0.0,0.0,0.0,0.0,1.0657165132933548,9.518802152440685,1.0,0.0,0.0,0.0,0.0,0.006,0.001
3,0,108.0,22.0,184.43875719898773,-9.13903668836563,1.1000287917730227,0.0,0.0,1.0,0.0,0.03248803439653181,0.02719530606345367,0.006,0.001
3,1,97.0,20.0,184.43875719943043,6.159099785936865,1.1009780844928434,-0.08267634640768051,0.0,1.0,0.0,0.03248803439653181,0.02719530606345367,0.006,0.001
3,2,180.0,37.0,0.0,0.0,1.0733731081922973,0.567246109483392,1.0,0.0,0.0,0.0,0.0,0.006,0.001
3,3,74.0,15.0,0.0,0.0,1.0715403377315333,-2.592685634868218,1.0,0.0,0.0,0.0,0.0,0.006,0.001
3,4,71.0,14.000000000000002,0.0,0.0,1.0904210793725468,-2.757988951178163,1.0,0.0,0.0,0.0,0.0,0.006,0.001
3,5,136.0,28.000000000000004,0.0,0.0,1.0899454646231013,-5.123245992479241,1.0,0.0,0.0,0.0,0.0,0.006,0.001
3,6,125.0,25.0,204.86853443279864,60.50566095078785,1.1051261378414867,-3.5827248395944764,0.0,1.0,0.0,0.03248803439653181,0.02719530606345367,0.006,0.001
3,7,171.0,35.0,0.0,0.0,1.0740578426683283,-5.670057109953035,1.0,0.0,0.0,0.0,0.0,0.006,0.001
3,8,175.0,36.0,0.0,0.0,1.0782852242166825,-1.0361274827498619,1.0,0.0,0.0,0.0,0.0,0.006,0.001
3,9,195.0,40.0,0.0,0.0,1.1056302839681496,-2.7664483077618627,1.0,0.0,0.0,0.0,0.0,0.006,0.001
3,10,0.0,0.0,0.0,0.0,1.0643231149607764,3.6874099534836375,1.0,0.0,0.0,0.0,0.0,0.006,0.001
3,11,0.0,0.0,0.0,0.0,1.0682872114723572,4.342618844806964,1.0,0.0,0.0,0.0,0.0,0.006,0.001
3,12,265.0,54.0,236.7730675687194,180.04842117510722,1.0900207799053205,6.013098225854975,0.0,0.0,1.0,0.03248803439653181,0.02719530606345367,0.006,0.001
3,13,194.0,39.0,0.0,-35.45484090375032,1.055002417075522,7.232607870398198,0.0,1.0,0.0,0.03248803439653181,0.02719530606345367,0.006,0.001
3,14,317.0,64.0,168.09689351735116,80.13780506522811,1.0998147578305975,14.686124051196288,0.0,1.0,0.0,0.03248803439653181,0.02719530606345367,0.006,0.001
3,15,100.0,20.0,155.00000154856582,-0.22799262458428893,1.089099286487185,14.071539925339152,0.0,1.0,0.0,0.03248803439653181,0.02719530606345367,0.006,0.001
3,16,0.0,0.0,0.0,0.0,1.1171380287818842,17.797932096101704,1.0,0.0,0.0,0.0,0.0,0.006,0.001
3,17,333.0,68.0,400.00000399714503,96.26920369729102,1.1282129442142845,18.91580874752887,0.0,1.0,0.0,0.03248803439653181,0.02719530606345367,0.006,0.001
3,18,181.0,37.0,0.0,0.0,1.0767107441748394,13.12858678225001,1.0,0.0,0.0,0.0,0.0,0.006,0.001
3,19,128.0,26.0,0.0,0.0,1.0751737976929727,14.052241958963776,1.0,0.0,0.0,0.0,0.0,0.006,0.001
3,20,0.0,0.0,400.0000039971433,115.1113179251006,1.1332393718955107,19.54449549150138,0.0,1.0,0.0,0.03248803439653181,0.02719530606345367,0.006,0.001
3,21,0.0,0.0,300.0000059940009,16.187953863177277,1.150064890584257,24.250759444332004,0.0,1.0,0.0,0.03248803439653181,0.02719530606345367,0.006,0.001
3,22,0.0,0.0,660.0000065948192,-54.311930337513715,1.0774306598223118,15.231908338307562,0.0,1.0,0.0,0.03248803439653181,0.02719530606345367,0.006,0.001
3,23,0.0,0.0,0.0,0.0,1.0656691030615553,9.530703877128019,1.0,0.0,0.0,0.0,0.0,0.006,0.001
4,0,108.0,22.0,184.3892965351058,-27.08618143782966,1.0990090206580412,0.0,0.0,1.0,0.0,0.030665452300367792,0.02239574262909865,0.006,0.001
4,1,97.0,20.0,184.38929653554902,22.08404570214524,1.1019880768643024,-0.10270888553228019,0.0,1.0,0.0,0.030665452300367792,0.02239574262909865,0.006,0.001
4,2,180.0,37.0,0.0,0.0,1.0735692158897392,0.5403471766876464,1.0,0.0,0.0,0.0,0.0,0.006,0.001
4,3,74.0,15.0,0.0,0.0,1.0726566852172377,-2.6087343285568636,1.0,0.0,0.0,0.0,0.0,0.006,0.001
4,4,71.0,14.000000000000002,0.0,0.0,1.0904285679411971,-2.766433994622105,1.0,0.0,0.0,0.0,0.0,0.006,0.001
4,5,136.0,28.000000000000004,0.0,0.0,1.0910588627133662,-5.133527495191657,1.0,0.0,0.0,0.0,0.0,0.006,0.001
4,6,125.0,25.0,204.79434343344698,59.109068528960364,1.1044495193195472,-3.5745063388393135,0.0,1.0,0.0,0.030665452300367792,0.02239574262909865,0.006,0.001
4,7,171.0,35.0,0.0,0.0,1.0741561912457216,-5.6714662893297145,1.0,0.0,0.0,0.0,0.0,0.006,0.001
4,8,175.0,36.0,0.0,0.0,1.0794470669118927,-1.0561463587312971,1.0,0.0,0.0,0.0,0.0,0.006,0.001
4,9,195.0,40.0,0.0,0.0,1.1067180136319426,-2.7810148204093252,1.0,0.0,0.0,0.0,0.0,0.006,0.001
4,10,0.0,0.0,0.0,0.0,1.0655550470901072,3.661858591383691,1.0,0.0,0.0,0.0,0.0,0.006,0.001
4,11,0.0,0.0,0.0,0.0,1.0704905920550345,4.312042803881724,1.0,0.0,0.0,0.0,0.0,0.006,0.001
4,12,265.0,54.0,236.6988765693676,177.46262056459386,1.091993068063554,5.97786247705136,0.0,0.0,1.0,0.030665452300367792,0.02239574262909865,0.006,0.001
4,13,194.0,39.0,0.0,-46.358944985960335,1.055694236565878,7.206526101347492,0.0,1.0,0.0,0.030665452300367792,0.02239574262909865,0.006,0.001
4,14,317.0,64.0,167.97324185311578,94.18001694758567,1.0996239861248944,14.632546590141374,0.0,1.0,0.0,0.030665452300367792,0.02239574262909865,0.006,0.001
4,15,100.0,20.0,155.0000015499313,68.54553045621579,1.0931929519341528,13.993372002549592,0.0,1.0,0.0,0.030665452300367792,0.02239574262909865,0.006,0.001
4,16,0.0,0.0,0.0,0.0,1.1131363594670534,17.781200237752785,1.0,0.0,0.0,0.0,0.0,0.006,0.001
4,17,333.0,68.0,400.00000399987397,82.67062397464844,1.1205754978151516,18.936422959345748,0.0,1.0,0.0,0.030665452300367792,0.02239574262909865,0.006,0.001
4,18,181.0,37.0,0.0,0.0,1.081217516496051,13.050313466639068,1.0,0.0,0.0,0.0,0.0,0.006,0.001
4,19,128.0,26.0,0.0,0.0,1.0799756528853266,13.95962455192145,1.0,0.0,0.0,0.0,0.0,0.006,0.001
4,20,0.0,0.0,400.0000039998723,58.53978425978664,1.1238989288236607,19.587636259719545,0.0,1.0,0.0,0.030665452300367792,0.02239574262909865,0.006,0.001
4,21,0.0,0.0,300.00000599967956,9.897094554350161,1.140478705493698,24.36528799405528,0.0,1.0,0.0,0.030665452300367792,0.02239574262909865,0.006,0.001
4,22,0.0,0.0,660.0000065997615,-46.78889011196358,1.0823612841213806,15.125289132569009,0.0,1.0,0.0,0.030665452300367792,0.02239574262909865,0.006,0.001
4,23,0.0,0.0,0.0,0.0,1.0656643554569694,9.485269631246638,1.0,0.0,0.0,0.0,0.0,0.006,0.001
5,0,108.0,22.0,184.43291807168518,-9.232784321858428,1.0999572657174008,0.0,0.0,1.0,0.0,0.04302624113997929,0.023343976965194614,0.006,0.001
5,1,97.0,20.0,184.43291807212665,5.978687047585391,1.1009007309371184,-0.08253815435639922,0.0,1.0,0.0,0.04302624113997929,0.023343976965194614,0.006,0.001
5,2,180.0,37.0,0.0,0.0,1.0734046298523645,0.5632340743505324,1.0,0.0,0.0,0.0,0.0,0.006,0.001
5,3,74.0,15.0,0.0,0.0,1.0715488768814605,-2.593425646703082,1.0,0.0,0.0,0.0,0.0,0.006,0.001
5,4,71.0,14.000000000000002,0.0,0.0,1.090418505257897,-2.758430845822943,1.0,0.0,0.0,0.0,0.0,0.006,0.001
5,5,136.0,28.000000000000004,0.0,0.0,1.0899814561075534,-5.123673756168614,1.0,0.0,0.0,0.0,0.0,0.006,0.001
5,6,125.0,25.0,204.85977574190832,59.966449786280464,1.1045067624840739,-3.5736637022052378,0.0,1.0,0.0,0.04302624113997929,0.023343976965194614,0.006,0.001
5,7,171.0,35.0,0.0,0.0,1.073725970412917,-5.666706380576642,1.0,0.0,0.0,0.0,0.0,0.006,0.001
5,8,175.0,36.0,0.0,0.0,1.0783639720001978,-1.0375939324122214,1.0,0.0,0.0,0.0,0.0,0.006,0.001
5,9,195.0,40.0,0.0,0.0,1.105700173307515,-2.7671563344319736,1.0,0.0,0.0,0.0,0.0,0.006,0.001
5,10,0.0,0.0,0.0,0.0,1.0648029379102073,3.6871773590339387,1.0,0.0,0.0,0.0,0.0,0.006,0.001
5,11,0.0,0.0,0.0,0.0,1.0682506055643701,4.339009399680464,1.0,0.0,0.0,0.0,0.0,0.006,0.001
5,12,265.0,54.0,236.76430887782874,185.0252888390778,1.0906693517451254,6.005761393728079,0.0,0.0,1.0,0.04302624113997929,0.023343976965194614,0.006,0.001
5,13,194.0,39.0,0.0,-39.47817557219719,1.055742359632017,7.234084301670691,0.0,1.0,0.0,0.04302624113997929,0.023343976965194614,0.006,0.001
5,14,317.0,64.0,168.08229569914062,74.46525578687104,1.0998450108983082,14.676078468586127,0.0,1.0,0.0,0.04302624113997929,0.023343976965194614,0.006,0.001
5,15,100.0,20.0,155.00000154850983,40.061756841190295,1.0914994816888328,14.048356821836336,0.0,1.0,0.0,0.04302624113997929,0.023343976965194614,0.006,0.001
5,16,0.0,0.0,0.0,0.0,1.1165624532996776,17.79161508649139,1.0,0.0,0.0,0.0,0.0,0.006,0.001
5,17,333.0,68.0,400.00000399637736,84.4095687625294,1.1261497068925377,18.922641791378652,0.0,1.0,0.0,0.04302624113997929,0.023343976965194614,0.006,0.001
5,18,181.0,37.0,0.0,0.0,1.0773643020765356,13.1222924624131,1.0,0.0,0.0,0.0,0.0,0.006,0.001
5,19,128.0,26.0,0.0,0.0,1.0743215448244334,14.058455997567137,1.0,0.0,0.0,0.0,0.0,0.006,0.001
5,20,0.0,0.0,400.00000399637054,104.97382208172456,1.1312012554727937,19.554295727585014,0.0,1.0,0.0,0.04302624113997929,0.023343976965194614,0.006,0.001
5,21,0.0,0.0,300.00000599390927,15.836402858413933,1.1484642668538543,24.269326474424048,0.0,1.0,0.0,0.04302624113997929,0.023343976965194614,0.006,0.001
5,22,0.0,0.0,660.0000065943602,-66.87701555217131,1.0757671300545404,15.247644161022407,0.0,1.0,0.0,0.04302624113997929,0.023343976965194614,0.006,0.001
5,23,0.0,0.0,0.0,0.0,1.0657083196765818,9.522868049355452,1.0,0.0,0.0,0.0,0.0,0.006,0.001
6,0,108.0,22.0,184.38417758668845,-26.55046322226618,1.099270507746334,0.0,0.0,1.0,0.0,0.03164009774061222,0.024908375835614293,0.006,0.001
6,1,97.0,20.0,184.38417758713183,21.852991639883417,1.1022082631226067,-0.10222911926527445,0.0,1.0,0.0,0.03164009774061222,0.024908375835614293,0.006,0.001
6,2,180.0,37.0,0.0,0.0,1.073547209134127,0.542951358355424,1.0,0.0,0.0,0.0,0.0,0.006,0.001
6,3,74.0,15.0,0.0,0.0,1.0728011962573676,-2.606184746984553,1.0,0.0,0.0,0.0,0.0,0.006,0.001
6,4,71.0,14.000000000000002,0.0,0.0,1.0906300078378515,-2.763975086533236,1.0,0.0,0.0,0.0,0.0,0.006,0.001
6,5,136.0,28.000000000000004,0.0,0.0,1.0912183725964002,-5.129638611471279,1.0,0.0,0.0,0.0,0.0,0.006,0.001
6,6,125.0,25.0,204.7866650108695,59.36917050103237,1.1048869382204118,-3.576290825143218,0.0,1.0,0.0,0.03164009774061222,0.024908375835614293,0.006,0.001
6,7,171.0,35.0,0.0,0.0,1.0744597031537266,-5.66959669274172,1.0,0.0,0.0,0.0,0.0,0.006,0.001
6,8,175.0,36.0,0.0,0.0,1.0795238689831943,-1.052876947247853,1.0,0.0,0.0,0.0,0.0,0.006,0.001
6,9,195.0,40.0,0.0,0.0,1.1068493917292395,-2.777203287394684,1.0,0.0,0.0,0.0,0.0,0.006,0.001
6,10,0.0,0.0,0.0,0.0,1.0656275839310816,3.66522954863467,1.0,0.0,0.0,0.0,0.0,0.006,0.001
6,11,0.0,0.0,0.0,0.0,1.070458920784055,4.315895184450653,1.0,0.0,0.0,0.0,0.0,0.006,0.001
6,12,265.0,54.0,236.69119814679007,174.45594533004038,1.0915917724061863,5.984506309313531,0.0,0.0,1.0,0.03164009774061222,0.024908375835614293,0.006,0.001
6,13,194.0,39.0,0.0,-43.651575629630486,1.0561534694283765,7.206676531945988,0.0,1.0,0.0,0.03164009774061222,0.024908375835614293,0.006,0.001
6,14,317.0,64.0,167.96044448212496,96.38675079250126,1.0993132740771352,14.63767868752032,0.0,1.0,0.0,0.03164009774061222,0.024908375835614293,0.006,0.001
6,15,100.0,20.0,155.00000154990246,68.62955098145733,1.0929994392493998,13.997253723307153,0.0,1.0,0.0,0.03164009774061222,0.024908375835614293,0.006,0.001
6,16,0.0,0.0,0.0,0.0,1.1123849559896406,17.792183446213215,1.0,0.0,0.0,0.0,0.0,0.006,0.001
6,17,333.0,68.0,400.00000399962977,78.15648834766867,1.1194167760619826,18.95186691323687,0.0,1.0,0.0,0.03164009774061222,0.024908375835614293,0.006,0.001
6,18,181.0,37.0,0.0,0.0,1.0812853700253473,13.052464064256128,1.0,0.0,0.0,0.0,0.0,0.006,0.001
6,19,128.0,26.0,0.0,0.0,1.0802666670066048,13.960080105273505,1.0,0.0,0.0,0.0,0.0,0.006,0.001
6,20,0.0,0.0,400.000003999616,55.01418728921479,1.122895830324016,19.60318579965903,0.0,1.0,0.0,0.03164009774061222,0.024908375835614293,0.006,0.001
6,21,0.0,0.0,300.0000059996753,12.433064497544683,1.1404978648265085,24.377266397499994,0.0,1.0,0.0,0.03164009774061222,0.024908375835614293,0.006,0.001
6,22,0.0,0.0,660.000006599581,-44.13703519610991,1.082771700023624,15.124230159824123,0.0,1.0,0.0,0.03164009774061222,0.024908375835614293,0.006,0.001
6,23,0.0,0.0,0.0,0.0,1.065462111280277,9.4882455203917,1.0,0.0,0.0,0.0,0.0,0.006,0.001
7,0,108.0,22.0,184.36694386454695,-32.11646092407592,1.099416141579149,0.0,0.0,1.0,0.0,0.037989332782477826,0.032940672614736516,0.006,0.001
7,1,97.0,20.0,184.3669438649904,27.27074873627832,1.1030088282964956,-0.10870183114889187,0.0,1.0,0.0,0.037989332782477826,0.032940672614736516,0.006,0.001
7,2,180.0,37.0,0.0,0.0,1.0739770030592954,0.5381816997916076,1.0,0.0,0.0,0.0,0.0,0.006,0.001
7,3,74.0,15.0,0.0,0.0,1.0734652983647945,-2.6072462137765626,1.0,0.0,0.0,0.0,0.0,0.006,0.001
7,4,71.0,14.000000000000002,0.0,0.0,1.0909577156160681,-2.7630196903712374,1.0,0.0,0.0,0.0,0.0,0.006,0.001
7,5,136.0,28.000000000000004,0.0,0.0,1.0918215693035587,-5.127368898155481,1.0,0.0,0.0,0.0,0.0,0.006,0.001
7,6,125.0,25.0,204.76081442757356,60.02459389584861,1.1062446558511914,-3.589449741729169,0.0,1.0,0.0,0.037989332782477826,0.032940672614736516,0.006,0.001
7,7,171.0,35.0,0.0,0.0,1.0754877867394574,-5.672379913812449,1.0,0.0,0.0,0.0,0.0,0.006,0.001
7,8,175.0,36.0,0.0,0.0,1.0800508349573708,-1.0538939685066282,1.0,0.0,0.0,0.0,0.0,0.006,0.001
7,9,195.0,40.0,0.0,0.0,1.1073580880302387,-2.776472366220588,1.0,0.0,0.0,0.0,0.0,0.006,0.001
7,10,0.0,0.0,0.0,0.0,1.065840889234037,3.661921049623686,1.0,0.0,0.0,0.0,0.0,0.006,0.001
7,11,0.0,0.0,0.0,0.0,1.0709333073321246,4.3126658454225435,1.0,0.0,0.0,0.0,0.0,0.006,0.001
7,12,265.0,54.0,236.66534756349418,165.02369728465158,1.0908670738491297,5.987964985360577,0.0,0.0,1.0,0.037989332782477826,0.032940672614736516,0.006,0.001
7,13,194.0,39.0,0.0,-43.61722141557489,1.0568919068086298,7.197196995390215,0.0,1.0,0.0,0.037989332782477826,0.032940672614736516,0.006,0.001
7,14,317.0,64.0,167.9173601766784,92.38845464788967,1.0997289958805843,14.616794251287189,0.0,1.0,0.0,0.037989332782477826,0.032940672614736516,0.006,0.001
7,15,100.0,20.0,155.00000154994936,72.37283472474257,1.0941529133263992,13.97323588992515,0.0,1.0,0.0,0.037989332782477826,0.032940672614736516,0.006,0.001
7,16,0.0,0.0,0.0,0.0,1.1132358845352759,17.76496182483126,1.0,0.0,0.0,0.0,0.0,0.006,0.001
7,17,333.0,68.0,400.0000039999187,83.72665485392787,1.1202868717774974,18.923470247398512,0.0,1.0,0.0,0.037989332782477826,0.032940672614736516,0.006,0.001
7,18,181.0,37.0,0.0,0.0,1.0831437372578945,13.025973618990179,1.0,0.0,0.0,0.0,0.0,0.006,0.001
7,19,128.0,26.0,0.0,0.0,1.0827050486621956,13.925671902349308,1.0,0.0,0.0,0.0,0.0,0.006,0.001
